VAR1,VAR2,VAR3,VAR4,VAR5,TRAITEMENT,CIBLE
0.171177,B,0.448089,0.374417,0.688195,T3,0
0.588528,A,0.132899,0.741293,0.903223,T3,0
0.639643,B,0.849494,0.255793,0.724407,T3,0
0.867714,B,0.426845,0.996105,0.539581,T3,0
0.678298,C,0.879062,0.460326,0.613334,T3,1
0.042905,C,0.424131,0.631207,0.355624,T3,0
0.074049,C,0.209267,0.592545,0.110802,T3,0
0.166119,A,0.991261,0.585496,0.333835,T3,0
0.962213,A,0.581376,0.115252,0.649242,T3,1
0.424397,C,0.555522,0.722423,0.582212,T3,1
0.443435,B,0.621735,0.968519,0.360710,T3,0
0.191950,C,0.147480,0.765438,0.037966,T3,0
0.392900,B,,0.682345,0.586534,T3,0
0.071231,A,0.905503,0.812260,0.673994,T3,0
0.089411,C,0.738310,0.565009,0.492050,T3,0
0.994168,C,0.592116,0.517081,0.736059,T3,1
0.876115,B,0.751042,0.983138,0.836699,T3,0
0.938300,A,0.831726,0.194020,0.895082,T3,1
0.000488,A,0.317616,0.257280,0.555655,T3,0
0.973614,C,0.860955,0.128422,0.663351,T3,1
0.264145,B,0.635183,0.826172,0.340265,T3,0
0.914257,B,0.251265,0.997751,0.246907,T3,0
0.907304,B,0.199525,0.529942,0.507124,T3,0
0.260233,B,0.918266,0.172373,0.598634,T3,0
0.294070,A,0.306870,0.128167,0.061818,T3,0
0.763171,C,0.802072,0.931306,0.290995,T3,0
0.078403,C,0.585060,0.750763,0.004208,T3,0
0.178363,A,0.776826,0.011148,0.521645,T3,0
0.829658,B,0.193056,0.689013,0.823290,T3,0
0.561571,A,0.145311,0.366506,0.341224,T3,0
0.538581,C,0.263366,0.422290,0.737187,T3,1
0.012556,A,0.035109,0.902063,0.641640,T3,0
0.357651,A,0.811173,0.719019,0.796484,T3,1
0.923962,C,0.558748,0.249637,0.097499,T3,0
0.596024,C,0.401609,0.582087,0.472522,T3,1
0.939837,B,0.809260,0.635300,0.108875,T3,0
0.362040,A,0.678740,0.401708,0.053899,T3,0
0.238763,B,0.208887,0.796598,0.886148,T3,0
0.202168,B,0.751851,0.055085,0.208000,T3,0
0.782628,C,0.342897,0.487656,0.162571,T3,0
0.120035,A,0.167896,0.363575,0.598956,T3,0
0.016041,A,0.982853,0.031473,0.459294,T3,0
0.217655,B,0.411722,0.206185,0.300148,T3,0
0.750465,B,0.636703,0.364769,0.243622,T3,0
0.420680,B,,0.302995,0.575963,T3,0
0.618163,B,0.440952,0.200715,0.897121,T3,0
0.127487,C,0.582686,0.382232,0.807105,T3,0
0.296931,A,0.879119,0.540647,0.759621,T3,1
0.866684,A,0.182790,0.167442,0.541274,T3,0
0.255013,B,0.033523,0.796353,0.724032,T3,0
0.030339,C,,0.938962,0.944096,T3,0
0.716431,A,0.636018,0.050287,0.419018,T3,1
0.348793,C,0.890849,0.725910,0.733324,T3,1
0.229620,B,0.764482,0.941943,0.981356,T3,0
0.648855,A,0.658904,0.337897,0.258472,T3,0
0.158959,C,0.197653,0.683201,0.860583,T3,0
0.409362,A,0.929410,0.565547,0.544352,T3,1
0.990947,A,0.753590,0.732752,0.233743,T3,0
0.718461,A,0.210814,0.151706,0.910198,T3,1
0.804923,B,,0.065257,0.925983,T3,0
0.678549,C,0.883461,0.878192,0.503595,T3,1
0.660548,C,0.500433,0.300193,0.837722,T3,1
0.168419,B,0.937580,0.474183,0.020760,T3,0
0.409795,B,0.259230,0.044339,0.176123,T3,0
0.484279,C,0.022257,0.312767,0.335341,T3,0
0.137190,B,0.330580,0.535986,0.319995,T3,0
0.930245,C,,0.911339,0.249160,T3,0
0.509987,A,0.564676,0.377239,0.824578,T3,1
0.952281,A,0.308141,0.581631,0.732147,T3,1
0.947643,A,0.426978,0.703439,0.608362,T3,1
0.603550,C,0.487611,0.010942,0.098412,T3,0
0.077028,B,,0.004067,0.710834,T3,0
0.160311,B,0.532921,0.732113,0.944175,T3,0
0.747774,A,0.710546,0.367656,0.899258,T3,1
0.118477,C,0.823625,0.856355,0.364038,T3,0
0.631989,C,0.785966,0.610141,0.364758,T3,0
0.844262,A,,0.997135,0.344530,T3,0
0.083067,A,0.114181,0.355042,0.522233,T3,0
0.532698,C,0.711244,0.732845,0.067212,T3,0
0.349959,B,0.267561,0.262088,0.012471,T3,0
0.877029,C,0.986897,0.378296,0.771064,T3,1
0.813125,A,0.328576,0.332811,0.288126,T3,0
0.436800,B,0.453955,0.348391,0.389022,T3,0
0.701543,C,0.726077,0.824576,0.307459,T3,0
0.061393,A,0.261047,0.652610,0.555727,T3,0
0.350810,B,0.046109,0.342743,0.537665,T3,0
0.608500,B,0.032951,0.358433,0.338023,T3,0
0.613325,A,0.033651,0.782965,0.673624,T3,0
0.125173,A,0.029463,0.873706,0.387686,T3,0
0.417094,B,0.756893,0.637693,0.493897,T3,0
0.756481,B,0.161296,0.846101,0.413187,T3,0
0.767980,C,0.843268,0.745736,0.370483,T3,0
0.606418,B,0.787769,0.291477,0.454476,T3,0
0.969025,C,0.793042,0.761046,0.030353,T3,0
0.311484,C,0.128727,0.036021,0.115848,T3,0
0.500015,A,0.259334,0.186720,0.915667,T3,1
0.587440,B,0.884247,0.973836,0.824009,T3,0
0.594302,B,0.691760,0.807680,0.411300,T3,0
0.788365,A,0.921649,0.851123,0.168085,T3,0
0.237402,A,0.501082,0.095147,0.894945,T3,1
0.571706,C,0.686593,0.253853,0.345645,T3,0
0.211796,B,,0.034858,0.050506,T3,0
0.533105,B,0.524440,0.917198,0.051754,T3,0
0.258628,A,0.236728,0.360863,0.259712,T3,0
0.022528,A,0.430495,0.872991,0.902502,T3,0
0.702161,A,0.519383,0.678730,0.711118,T3,1
0.923032,C,0.303082,0.250973,0.725207,T3,1
0.920240,A,0.348950,0.205245,0.887684,T3,1
0.895429,B,,0.055069,0.634729,T3,0
0.754617,C,0.740004,0.788402,0.721735,T3,1
0.794170,B,,0.864393,0.154781,T3,0
0.566794,B,0.341377,0.685307,0.091817,T3,0
0.478561,A,0.554716,0.122046,0.038245,T3,0
0.294280,B,0.608547,0.583620,0.649505,T3,0
0.542411,A,0.223248,0.138473,0.586033,T3,1
0.860029,C,0.918819,0.115943,0.210303,T3,0
0.754744,B,0.084218,0.330223,0.683629,T3,0
0.404706,C,0.470686,0.483410,0.268305,T3,0
0.066951,A,0.966135,0.201278,0.874531,T3,0
0.925115,A,0.612665,0.243723,0.277250,T3,0
0.355243,A,0.013989,0.861613,0.081125,T3,0
0.764608,C,,0.041565,0.681562,T3,1
0.116188,A,0.194256,0.474399,0.050428,T3,0
0.416847,A,,0.350051,0.909914,T3,1
0.490518,A,0.180103,0.371495,0.190303,T3,0
0.929170,B,0.853885,0.136276,0.579645,T3,0
0.267537,B,,0.685131,0.352269,T3,0
0.859813,C,0.181504,0.321322,0.956849,T3,0
0.924024,A,0.079844,0.992100,0.987555,T3,0
0.338124,B,0.968506,0.953595,0.373255,T3,0
0.763644,B,0.399760,0.516883,0.511210,T3,0
0.923896,B,0.245767,0.003450,0.323866,T3,0
0.621363,A,0.188690,0.464658,0.365200,T3,0
0.249990,C,0.847331,0.470684,0.829531,T3,1
0.836148,B,0.721116,0.204864,0.622663,T3,0
0.693951,A,,0.462523,0.661331,T3,1
0.393260,B,0.111758,0.338123,0.983420,T3,0
0.802141,C,,0.165134,0.558157,T3,1
0.334837,C,0.714703,0.048272,0.060572,T3,0
0.939826,B,0.589168,0.727941,0.240431,T3,0
0.410404,A,0.368998,0.035698,0.376003,T3,0
0.234184,C,0.545356,0.990872,0.249523,T3,0
0.482013,B,0.633206,0.895547,0.396961,T3,0
0.126719,A,0.901244,0.186935,0.586982,T3,0
0.116709,C,0.463626,0.425659,0.904123,T3,0
0.602707,C,0.631822,0.734312,0.434692,T3,1
0.479842,C,0.428558,0.436055,0.716984,T3,1
0.753440,A,,0.430755,0.753132,T3,1
0.825321,C,0.525788,0.618218,0.143203,T3,0
0.407734,A,,0.928434,0.098109,T3,0
0.721731,B,0.989050,0.814801,0.802177,T3,0
0.576473,A,0.039814,0.928231,0.692472,T3,0
0.148443,C,0.307987,0.496199,0.099361,T3,0
0.898421,C,0.401922,0.098744,0.885712,T3,1
0.322251,C,0.549257,0.876296,0.381488,T3,0
0.309813,C,0.198978,0.863564,0.181619,T3,0
0.241395,A,0.976407,0.949650,0.756365,T3,1
0.897221,C,0.416597,0.709912,0.846243,T3,1
0.074451,A,0.533209,0.989988,0.572681,T3,0
0.876470,B,0.937519,0.358298,0.514484,T3,0
0.768046,C,0.912792,0.165808,0.670235,T3,1
0.872725,C,0.816867,0.488692,0.740475,T3,1
0.530351,C,0.434811,0.055934,0.806474,T3,1
0.691755,A,0.469132,0.310088,0.273603,T3,0
0.042508,C,0.524993,0.580631,0.041945,T3,0
0.528690,B,,0.162566,0.395790,T3,0
0.200250,A,0.674296,0.478078,0.044547,T3,0
0.970419,C,0.900558,0.199460,0.124265,T3,0
0.428999,A,0.068657,0.256938,0.739395,T3,0
0.140463,A,0.554166,0.120854,0.048220,T3,0
0.769554,A,0.980471,0.688731,0.987675,T3,1
0.964842,B,0.913568,0.403151,0.606352,T3,0
0.311939,C,0.432545,0.600656,0.731713,T3,1
0.328092,A,0.558947,0.104900,0.114369,T3,0
0.243256,C,0.471340,0.623246,0.468418,T3,1
0.853599,C,0.393147,0.077236,0.953033,T3,1
0.322390,A,0.813595,0.355045,0.968508,T3,1
0.887998,B,0.735898,0.675570,0.028837,T3,0
0.879992,C,0.182605,0.874567,0.316356,T3,0
0.148669,B,0.590392,0.585399,0.301498,T3,0
0.652679,A,0.179032,0.159754,0.717469,T3,0
0.165234,B,0.628194,0.338360,0.477452,T3,0
0.538123,B,0.448312,0.792390,0.637155,T3,0
0.684113,C,0.774039,0.857142,0.189540,T3,0
0.135073,B,0.441592,0.552567,0.496531,T3,0
0.263580,B,,0.260818,0.876952,T3,0
0.344622,C,0.667062,0.411295,0.220206,T3,0
0.173740,C,0.801107,0.874892,0.013566,T3,0
0.171016,B,0.361458,0.760273,0.791110,T3,0
0.557753,B,,0.471077,0.471435,T3,0
0.082790,C,0.596793,0.295980,0.072598,T3,0
0.185636,A,0.534258,0.613637,0.159160,T3,0
0.492141,C,0.819107,0.526475,0.869316,T3,1
0.528053,A,0.975682,0.036795,0.124332,T3,0
0.839729,A,0.891639,0.908418,0.312499,T3,0
0.892134,C,0.473173,0.227283,0.491147,T3,1
0.250524,C,0.117597,0.695064,0.246999,T3,0
0.481266,B,0.583547,0.641015,0.757309,T3,0
0.378250,B,0.001847,0.480851,0.424319,T3,0
0.672318,C,0.237954,0.587397,0.362059,T3,0
0.368136,C,0.775326,0.554087,0.127595,T3,0
0.077699,C,0.580752,0.306358,0.680318,T3,0
0.594993,C,0.507755,0.342940,0.420286,T3,1
0.350565,C,0.500700,0.268259,0.783036,T3,1
0.680112,B,0.479253,0.691295,0.727647,T3,0
0.125986,A,0.854891,0.509823,0.521277,T3,0
0.261377,C,0.836370,0.614244,0.725089,T3,1
0.574651,B,0.159992,0.567683,0.997285,T3,0
0.350434,A,0.436243,0.318566,0.335436,T3,0
0.211441,B,0.039827,0.178544,0.038090,T3,0
0.345155,B,0.042162,0.732618,0.918250,T3,0
0.355639,C,0.066149,0.432533,0.928374,T3,0
0.844997,A,0.010661,0.992915,0.742741,T3,0
0.583962,A,0.854191,0.076958,0.105546,T3,0
0.908970,A,0.906992,0.017129,0.997077,T3,1
0.423179,A,0.640988,0.042871,0.281915,T3,0
0.322343,A,0.598918,0.525429,0.217196,T3,0
0.164388,A,0.636721,0.768986,0.301828,T3,0
0.947810,B,0.977451,0.739284,0.544006,T3,0
0.566963,A,0.359924,0.730045,0.493487,T3,1
0.244072,A,0.184285,0.516130,0.259034,T3,0
0.929650,A,,0.409035,0.132111,T3,0
0.187078,B,0.990125,0.490700,0.280671,T3,0
0.786044,C,0.418066,0.766065,0.844280,T3,1
0.142989,C,0.307138,0.267399,0.885282,T3,0
0.003322,C,0.283799,0.549056,0.374272,T3,0
0.303051,B,,0.139329,0.921407,T3,0
0.307139,A,0.208343,0.011815,0.537368,T3,1
0.689358,A,0.440049,0.708132,0.116497,T3,0
0.361078,B,0.061135,0.125982,0.983598,T3,0
0.190486,A,0.752621,0.691338,0.344653,T3,0
0.178601,B,0.786708,0.819241,0.784580,T3,0
0.516948,C,0.768494,0.462165,0.027892,T3,0
0.379434,B,0.935696,0.809153,0.286136,T3,0
0.480177,C,0.857754,0.421538,0.493489,T3,1
0.543335,A,0.881495,0.543458,0.142626,T3,0
0.821493,B,0.604249,0.480398,0.045175,T3,0
0.855499,B,0.582286,0.259719,0.197127,T3,0
0.692301,A,0.557330,0.359692,0.592476,T3,1
0.386266,C,0.896517,0.194965,0.284824,T3,0
0.310121,C,0.478034,0.174394,0.815950,T3,1
0.134415,A,0.557911,0.925125,0.645048,T3,0
0.542589,B,,0.769637,0.722701,T3,0
0.896423,C,,0.079584,0.599603,T3,0
0.239056,C,0.286860,0.760929,0.557595,T3,1
0.280090,C,0.508784,0.147006,0.005102,T3,0
0.480819,B,0.416388,0.338017,0.827176,T3,0
0.606766,B,0.617891,0.934012,0.454018,T3,0
0.431981,C,0.421146,0.517991,0.205124,T3,0
0.234223,C,0.618811,0.104901,0.297506,T3,0
0.935026,A,0.731791,0.212596,0.048427,T3,0
0.278584,B,0.575127,0.973154,0.526568,T3,0
0.445877,C,0.091084,0.475406,0.552263,T3,0
0.353610,C,0.988085,0.423602,0.082121,T3,0
0.581721,A,0.069655,0.828213,0.064409,T3,0
0.650495,A,0.431031,0.476865,0.383929,T3,0
0.534190,C,0.597492,0.690505,0.559596,T3,1
0.680956,B,0.328855,0.227590,0.522353,T3,0
0.986318,B,0.363599,0.892551,0.027944,T3,0
0.455444,B,,0.942010,0.994238,T3,0
0.884932,B,0.281220,0.170886,0.432766,T3,0
0.892201,A,0.988782,0.796713,0.018863,T3,0
0.010222,C,0.567250,0.567692,0.366543,T3,0
0.687547,B,0.144333,0.378534,0.732331,T3,0
0.694680,C,,0.834539,0.538882,T3,1
0.111664,B,0.932698,0.220317,0.866761,T3,0
0.536609,C,0.880058,0.347130,0.600882,T3,1
0.296813,C,0.976817,0.579646,0.582326,T3,1
0.713165,A,0.676538,0.053558,0.348738,T3,0
0.629140,B,0.028738,0.988695,0.010744,T3,0
0.710537,C,0.680304,0.401009,0.004498,T3,0
0.384050,C,0.084596,0.802102,0.912605,T3,0
0.884682,C,0.125146,0.773774,0.817675,T3,0
0.640394,B,0.978738,0.690632,0.566894,T3,0
0.777628,C,0.288475,0.072784,0.786275,T3,1
0.754645,A,0.663096,0.580902,0.211676,T3,0
0.915092,B,0.739752,0.197942,0.607697,T3,0
0.182105,B,,0.143279,0.786688,T3,0
0.608162,B,0.786759,0.833568,0.589849,T3,0
0.293173,C,0.608909,0.985495,0.260482,T3,0
0.225692,B,0.093119,0.646518,0.057637,T3,0
0.180082,A,0.242657,0.596156,0.059989,T3,0
0.739174,C,0.554819,0.295413,0.246291,T3,0
0.763756,C,0.990508,0.545969,0.911468,T3,1
0.870352,B,0.546862,0.310621,0.322675,T3,0
0.684190,C,0.890548,0.316549,0.499681,T3,1
0.699990,B,0.512677,0.248139,0.221639,T3,0
0.664861,C,0.109743,0.376212,0.126909,T3,0
0.723305,B,0.579948,0.579776,0.613278,T3,0
0.630952,C,0.443194,0.236852,0.918790,T3,1
0.090980,B,0.871713,0.649420,0.350578,T3,0
0.467776,C,0.133838,0.488183,0.300814,T3,0
0.705268,B,0.965052,0.877434,0.028321,T3,0
0.309901,B,0.542183,0.924848,0.969615,T3,0
0.289823,B,0.275317,0.858900,0.137101,T3,0
0.344172,B,0.618005,0.720260,0.501007,T3,0
0.060198,C,0.959850,0.397424,0.688242,T3,0
0.666701,A,0.206374,0.111569,0.625937,T3,1
0.121135,B,0.658851,0.401743,0.740394,T3,0
0.009171,A,0.267940,0.291454,0.524337,T3,0
0.084026,C,0.378897,0.626426,0.133378,T3,0
0.495775,C,0.668659,0.374241,0.770272,T3,1
0.350981,C,0.711952,0.531514,0.479689,T3,1
0.025383,A,0.302697,0.759461,0.985512,T3,0
0.610816,A,0.606619,0.685407,0.984908,T3,1
0.973096,C,0.349585,0.722474,0.243615,T3,0
0.592635,B,0.358883,0.844161,0.845528,T3,0
0.767452,A,0.158056,0.162195,0.093069,T3,0
0.592476,B,0.091445,0.380047,0.767768,T3,0
0.420701,C,0.880491,0.110403,0.119139,T3,0
0.261918,B,0.134325,0.769370,0.654665,T3,0
0.745698,B,0.448581,0.217579,0.049368,T3,0
0.478045,A,0.961788,0.098106,0.205343,T3,0
0.363438,B,0.279537,0.734213,0.311319,T3,0
0.449614,C,0.564801,0.334798,0.009534,T3,0
0.648010,B,0.885458,0.071260,0.404510,T3,0
0.680467,C,0.828906,0.492195,0.043695,T3,0
0.424140,A,0.940891,0.037325,0.194261,T3,0
0.076082,B,0.001780,0.496779,0.353387,T3,0
0.960183,C,0.305887,0.907574,0.210211,T3,0
0.840530,A,0.323939,0.769061,0.454263,T3,1
0.008730,B,0.447166,0.341925,0.381942,T3,0
0.080890,C,0.855386,0.140927,0.641388,T3,0
0.408483,B,0.994420,0.450198,0.801848,T3,0
0.512332,B,0.786860,0.195323,0.471864,T3,0
0.467436,A,0.299008,0.969581,0.057031,T3,0
0.649880,C,0.955502,0.310131,0.644849,T3,1
0.370495,B,0.851945,0.478291,0.036616,T3,0
0.779332,C,,0.139330,0.834635,T3,1
0.757055,B,0.308082,0.723607,0.396866,T3,0
0.028618,B,0.055780,0.521263,0.925210,T3,0
0.411271,C,,0.646288,0.800150,T3,1
0.569907,B,0.305735,0.039879,0.645622,T3,0
0.784853,B,0.064859,0.343237,0.442445,T3,0
0.944606,C,0.485561,0.253534,0.457148,T3,1
0.319450,A,0.093457,0.621962,0.186970,T3,0
0.747537,B,0.535577,0.822601,0.046150,T3,0
0.628152,A,0.548815,0.139376,0.742362,T3,1
0.783681,B,0.947193,0.808388,0.203159,T3,0
0.688078,C,0.763516,0.920500,0.248904,T3,0
0.892804,C,0.400565,0.160068,0.295346,T3,0
0.816430,A,0.691668,0.359950,0.051424,T3,0
0.709265,C,0.624189,0.139038,0.445795,T3,1
0.541684,C,0.725988,0.345935,0.099439,T3,0
0.873138,C,,0.591501,0.213284,T3,0
0.392627,B,0.319415,0.457041,0.939039,T3,0
0.032761,A,0.654191,0.840596,0.652154,T3,0
0.850767,C,0.823180,0.896984,0.673402,T3,1
0.536346,A,0.280913,0.604848,0.095163,T3,0
0.001800,B,0.313530,0.532413,0.517622,T3,0
0.843096,C,0.863756,0.059871,0.673247,T3,1
0.243477,C,0.994071,0.755862,0.743134,T3,1
0.128829,C,0.236202,0.109044,0.896454,T3,0
0.725202,B,,0.732266,0.826314,T3,0
0.244135,A,0.194366,0.869796,0.340530,T3,0
0.818278,A,0.154129,0.318844,0.539107,T3,0
0.514068,C,0.106681,0.735684,0.204344,T3,0
0.440637,B,0.599848,0.228459,0.554224,T3,0
0.309908,C,0.831762,0.662843,0.933600,T3,1
0.046176,A,0.417635,0.175342,0.762988,T3,0
0.052822,A,0.215731,0.052654,0.629196,T3,0
0.017063,C,0.477670,0.669227,0.921703,T3,0
0.217069,C,,0.814721,0.269680,T3,0
0.800758,C,0.223206,0.086391,0.936662,T3,1
0.573402,A,,0.613302,0.217225,T3,0
0.551464,B,0.571449,0.761552,0.558461,T3,0
0.457730,C,0.762811,0.280672,0.885692,T3,1
0.723371,C,0.230202,0.930161,0.646373,T3,1
0.910765,A,0.794445,0.745688,0.349246,T3,0
0.279798,A,,0.910939,0.347056,T3,0
0.552646,A,0.514595,0.593534,0.974713,T3,1
0.250933,A,0.020944,0.615443,0.939552,T3,0
0.171240,C,0.045030,0.628800,0.303701,T3,0
0.279849,A,0.393594,0.811047,0.281340,T3,0
0.223477,C,0.380191,0.335317,0.205050,T3,0
0.094914,B,0.250603,0.032307,0.010539,T3,0
0.441766,B,0.921009,0.106818,0.630409,T3,0
0.726240,A,0.754566,0.068072,0.255442,T3,0
0.069517,A,0.736921,0.368472,0.737432,T3,0
0.736427,A,0.445609,0.683253,0.886686,T3,1
0.048458,A,0.644469,0.611077,0.265441,T3,0
0.780904,C,0.549960,0.550973,0.992898,T3,1
0.451832,A,0.451225,0.237036,0.172765,T3,0
0.504888,A,0.491994,0.598738,0.855866,T3,1
0.267178,B,0.703710,0.736633,0.966181,T3,0
0.065685,B,0.205971,0.323610,0.226781,T3,0
0.031206,C,0.697678,0.519549,0.135679,T3,0
0.512281,A,0.962471,0.776567,0.100681,T3,0
0.016924,C,0.564430,0.413181,0.094206,T3,0
0.745344,C,0.255576,0.146116,0.066079,T3,0
0.097720,C,0.395529,0.605744,0.193524,T3,0
0.028097,C,,0.229981,0.156025,T3,0
0.196934,B,0.188942,0.592477,0.747017,T3,0
0.606549,A,0.906680,0.365922,0.364905,T3,0
0.615818,B,0.477190,0.766038,0.210370,T3,0
0.707708,B,0.095063,0.551691,0.174242,T3,0
0.450391,C,0.874883,0.197379,0.838529,T3,1
0.991965,C,0.551678,0.044587,0.953000,T3,1
0.900320,C,0.796129,0.695355,0.851579,T3,1
0.048076,C,0.228793,0.097220,0.838749,T3,0
0.446068,C,0.880891,0.007606,0.164077,T3,0
0.627656,A,,0.152830,0.780244,T3,1
0.182550,A,,0.300677,0.036184,T3,0
0.424358,B,0.359985,0.589476,0.672177,T3,0
0.238007,C,0.129520,0.458345,0.352214,T3,0
0.948923,B,0.586813,0.019013,0.589270,T3,0
0.357788,A,0.011692,0.745473,0.788637,T3,0
0.751731,B,0.198121,0.400539,0.875426,T3,0
0.827802,C,0.423526,0.404800,0.015732,T3,0
0.980877,B,0.765286,0.563405,0.848556,T3,0
0.026275,C,0.732983,0.193538,0.790542,T3,0
0.540959,B,0.463511,0.055716,0.318551,T3,0
0.082622,A,0.980821,0.950427,0.110549,T3,0
0.309447,B,,0.736254,0.298647,T3,0
0.107327,B,0.707530,0.104151,0.135511,T3,0
0.611795,C,0.664025,0.350855,0.210004,T3,0
0.729482,B,0.990894,0.984468,0.222346,T3,0
0.432764,C,0.077476,0.593343,0.509476,T3,0
0.662870,C,0.039284,0.173938,0.812486,T3,0
0.612048,A,0.278515,0.047334,0.017963,T3,0
0.070888,C,0.770928,0.069119,0.748919,T3,0
0.625545,A,0.865298,0.396701,0.217069,T3,0
0.377717,C,0.927588,0.884832,0.542504,T3,1
0.677799,A,0.084401,0.592221,0.775647,T3,0
0.136213,B,0.930202,0.713388,0.136770,T3,0
0.864297,B,0.984388,0.953699,0.548857,T3,0
0.310148,B,0.960407,0.935418,0.391508,T3,0
0.984512,C,0.811178,0.617065,0.462990,T3,1
0.985911,C,0.692318,0.267461,0.994649,T3,1
0.076920,C,0.983364,0.853241,0.243208,T3,0
0.534634,A,,0.723319,0.566986,T3,1
0.302378,B,,0.634702,0.867751,T3,0
0.062891,B,0.072456,0.973819,0.860299,T3,0
0.497491,B,0.385513,0.323267,0.784681,T3,0
0.657171,B,0.797366,0.239107,0.381725,T3,0
0.830513,A,0.498069,0.872127,0.787865,T3,1
0.983533,A,,0.963693,0.926861,T3,1
0.778200,C,0.361092,0.159883,0.528930,T3,1
0.897129,C,0.375964,0.390485,0.600985,T3,1
0.001760,C,0.912955,0.060325,0.273298,T3,0
0.173440,B,,0.327044,0.736817,T3,0
0.039764,B,,0.239917,0.581120,T3,0
0.857839,B,0.845874,0.881990,0.532454,T3,0
0.099679,C,0.781573,0.347887,0.298421,T3,0
0.474381,C,0.337703,0.843941,0.861921,T3,1
0.248428,C,0.600362,0.909862,0.455412,T3,1
0.766263,C,0.491213,0.239083,0.803754,T3,1
0.258625,A,0.963590,0.035366,0.216088,T3,0
0.390191,B,0.902490,0.985718,0.732693,T3,0
0.053689,C,0.697718,0.960169,0.718870,T3,0
0.410759,B,0.426705,0.178162,0.803260,T3,0
0.508003,C,,0.777943,0.665111,T3,0
0.000928,A,,0.531055,0.794796,T3,0
0.666625,A,0.850285,0.014449,0.560269,T3,1
0.549072,A,0.876741,0.624056,0.478628,T3,1
0.552112,A,0.571149,0.321581,0.131117,T3,0
0.049959,B,0.092610,0.469240,0.050641,T3,0
0.117103,C,0.999345,0.126869,0.000914,T3,0
0.700755,A,0.359816,0.416349,0.268778,T3,0
0.418403,A,,0.775113,0.884482,T3,1
0.787632,C,0.782815,0.709870,0.762688,T3,1
0.477313,A,0.931395,0.389468,0.429438,T3,1
0.016205,B,0.706245,0.196297,0.450980,T3,0
0.420211,A,0.188335,0.170627,0.012992,T3,0
0.518202,B,0.742335,0.615185,0.171816,T3,0
0.516143,B,0.452380,0.126500,0.567928,T3,0
0.990266,A,0.601509,0.647733,0.610072,T3,1
0.316620,B,0.526565,0.044190,0.410764,T3,0
0.701214,B,0.646480,0.835635,0.122297,T3,0
0.496795,B,0.607870,0.394229,0.708221,T3,0
0.352013,A,0.323265,0.703830,0.881427,T3,1
0.520303,A,0.628363,0.034249,0.547025,T3,1
0.470157,C,0.911512,0.211889,0.932866,T3,1
0.360802,B,0.144912,0.352093,0.707527,T3,0
0.769657,A,0.238557,0.251761,0.129921,T3,0
0.689711,A,0.970649,0.564237,0.552870,T3,1
0.791170,C,0.348521,0.223239,0.205573,T3,0
0.389457,B,,0.233416,0.842703,T3,0
0.416176,C,0.942124,0.819475,0.725923,T3,1
0.739170,C,0.040628,0.968062,0.973312,T3,0
0.375262,A,0.329756,0.027476,0.495659,T3,1
0.397220,C,0.526101,0.144007,0.928481,T3,1
0.451702,B,0.309628,0.367969,0.222657,T3,0
0.987015,B,0.227182,0.952569,0.036859,T3,0
0.726406,C,0.240906,0.582947,0.090650,T3,0
0.689889,A,0.043278,0.492869,0.892318,T3,0
0.016874,C,0.346896,0.629444,0.848543,T3,0
0.509846,B,0.727368,0.445214,0.908479,T3,0
0.570729,B,0.821479,0.106012,0.062854,T3,0
0.621745,A,,0.926433,0.691927,T3,0
0.495720,C,0.037435,0.927100,0.040172,T3,0
0.492629,B,0.534783,0.888769,0.761498,T3,0
0.663814,C,0.833417,0.458367,0.882628,T3,1
0.755891,C,0.969036,0.857492,0.452691,T3,1
0.008143,C,,0.317393,0.819874,T3,0
0.367482,A,0.992963,0.477478,0.609953,T3,1
0.529219,A,0.879576,0.759367,0.975955,T3,1
0.216937,B,0.246303,0.010800,0.043519,T3,0
0.180390,B,0.467634,0.612095,0.152275,T3,0
0.806064,A,0.859311,0.865174,0.874204,T3,1
0.425216,B,0.165857,0.193874,0.614580,T3,0
0.291526,A,0.051476,0.507597,0.693493,T3,0
0.193916,A,0.448066,0.335989,0.098241,T3,0
0.637430,B,0.544781,0.541305,0.002523,T3,0
0.395804,B,0.725583,0.135815,0.286300,T3,0
0.850221,B,0.185803,0.794173,0.164180,T3,0
0.475801,A,0.490632,0.796883,0.099462,T3,0
0.212431,A,0.006895,0.701213,0.228754,T3,0
0.631287,B,0.946382,0.324973,0.744858,T3,0
0.829560,B,,0.344800,0.132308,T3,0
0.044769,B,0.700451,0.263903,0.615730,T3,0
0.381688,A,0.090995,0.507743,0.328311,T3,0
0.714124,B,0.008082,0.081677,0.132895,T3,0
0.824001,C,0.943309,0.612127,0.045936,T3,0
0.931575,C,0.868757,0.388669,0.483292,T3,1
0.007999,C,0.558497,0.040582,0.709163,T3,0
0.645771,A,0.950622,0.576731,0.618326,T3,1
0.804934,B,0.925737,0.342817,0.047300,T3,0
0.474226,A,0.708156,0.811568,0.492397,T3,1
0.044351,A,0.131807,0.164652,0.584736,T3,0
0.615339,B,0.625665,0.641489,0.731903,T3,0
0.197634,C,0.008848,0.081459,0.711617,T3,0
0.426232,A,0.333951,0.570370,0.009897,T3,0
0.120910,C,0.502283,0.057684,0.808271,T3,0
